X,Y,publicaddress,caseNumber,precinct,reportedDate,timestamp,reportedTime,beginDate,timestamp,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.26585063,44.94835056,0006XX LAKE ST E,MP2018371480        ,3,11/6/18,00:00:00+00,2058,11/6/18,00:00:00+00,2018/11/07 02:58:00+00,1715,BURGB   ,BURGLARY OF BUSINESS          ,6,2018/11/07 00:00:00+00,21578,-93.26585648,44.94835234,-10382307,5613394,Phillips West,2018/11/07 00:00:00+00,2019/07/25 14:36:02+00,30502
-93.24861195,44.95643707,0025XX 18TH AVE S,MP2018371080        ,3,43410,00:00:00+00,1736,43410,00:00:00+00,2018/11/06 23:36:00+00,0,BURGD   ,BURGLARY OF DWELLING          ,6,2018/11/06 00:00:00+00,17533,-93.24861422,44.95643863,-10380388,5614666,East Phillips,2018/11/07 00:00:00+00,2019/07/25 14:36:02+00,30487
-93.24131763,44.94836963,0021XX LAKE ST E,MP2018703373        ,3,11/6/18,00:00:00+00,1505,11/3/18,00:00:00+00,2018/11/06 21:05:00+00,1900,TBLDG   ,THEFT FROM BUILDING           ,7,2018/11/07 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2018/11/07 00:00:00+00,2019/07/25 14:36:02+00,2360
-93.24867484,44.94746046,0030XX 18TH AVE S,MP2018370980        ,3,43410,00:00:00+00,1439,43410,00:00:00+00,2018/11/06 20:39:00+00,230,CSCR    ,CSC - RAPE                    ,3,2018/11/07 00:00:00+00,22200,-93.24868364,44.94746519,-10380395,5613254,Powderhorn Park,2018/11/07 00:00:00+00,2019/07/25 14:36:02+00,9938
-93.24861195,44.93501676,0037XX 18TH AVE S,MP2018371130        ,3,43410,00:00:00+00,1319,43408,00:00:00+00,2018/11/06 19:19:00+00,1,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/11/07 00:00:00+00,12276,-93.24861505,44.93502185,-10380388,5611297,Powderhorn Park,2018/11/07 00:00:00+00,2019/02/11 12:25:09+00,30488
-93.25821495,44.94835691,0011XX LAKE ST E,MP2018370915        ,3,11/6/18,00:00:00+00,1140,11/6/18,00:00:00+00,2018/11/06 17:40:00+00,845,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2018/11/07 00:00:00+00,20180,-93.2582231,44.9483604,-10381457,5613395,Powderhorn Park,2018/11/07 00:00:00+00,2019/07/25 14:36:02+00,29874
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018370289        ,3,11/6/18,00:00:00+00,37,11/5/18,00:00:00+00,2018/11/06 06:37:00+00,1545,SHOPLF  ,SHOPLIFTING                   ,7,2018/11/05 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/11/07 00:00:00+00,2019/07/25 14:36:02+00,9929
-93.26585063,44.94835056,0006XX LAKE ST E,MP2018380615        ,3,11/5/18,00:00:00+00,1942,11/5/18,00:00:00+00,2018/11/06 01:42:00+00,1942,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/11/16 00:00:00+00,21578,-93.26585648,44.94835234,-10382307,5613394,Phillips West,2018/11/16 00:00:00+00,2019/07/25 14:36:02+00,34531
-93.24739025,44.94383636,0032XX CEDAR AVE S,MP2018369591        ,3,11/5/18,00:00:00+00,30,11/4/18,00:00:00+00,2018/11/05 06:30:00+00,2050,BURGD   ,BURGLARY OF DWELLING          ,6,2018/11/05 00:00:00+00,22414,-93.24739141,44.94383643,-10380252,5612684,Powderhorn Park,2018/11/05 00:00:00+00,2019/07/25 14:36:02+00,2333
-93.25186386,44.94836327,0015XX LAKE ST E,MP2018369577        ,3,11/4/18,00:00:00+00,2317,11/4/18,00:00:00+00,2018/11/05 05:17:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2018/11/05 00:00:00+00,21922,-93.25186442,44.94836706,-10380750,5613396,East Phillips,2018/11/05 00:00:00+00,2019/07/25 14:36:02+00,31319
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018369410        ,3,11/4/18,00:00:00+00,1733,11/4/18,00:00:00+00,2018/11/04 23:33:00+00,1710,SHOPLF  ,SHOPLIFTING                   ,7,2018/11/07 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/11/07 00:00:00+00,2019/07/25 14:36:02+00,29851
-93.24738126,44.94213232,0033XX CEDAR AVE S,MP2018368330        ,3,11/3/18,00:00:00+00,2232,11/3/18,00:00:00+00,2018/11/04 03:32:00+00,1707,BURGD   ,BURGLARY OF DWELLING          ,6,2018/11/04 00:00:00+00,22413,-93.24738317,44.94213373,-10380251,5612416,Corcoran,2018/11/06 00:00:00+00,2019/07/25 14:36:02+00,7523
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018368306        ,3,11/3/18,00:00:00+00,1906,11/3/18,00:00:00+00,2018/11/04 00:06:00+00,1300,SHOPLF  ,SHOPLIFTING                   ,7,2018/11/03 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/11/04 00:00:00+00,2019/07/25 14:36:02+00,29536
-93.2473633,44.95463805,0026XX CEDAR AVE S,MP2018703316        ,3,11/3/18,00:00:00+00,943,11/2/18,00:00:00+00,2018/11/03 14:43:00+00,2200,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/11/03 00:00:00+00,21404,-93.24736686,44.95464106,-10380249,5614383,East Phillips,2018/11/03 00:00:00+00,2019/07/25 14:36:02+00,11068
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018362594        ,3,11/2/18,00:00:00+00,2004,10/29/18,00:00:00+00,2018/11/03 01:04:00+00,1850,THEFT   ,OTHER THEFT                   ,7,2018/11/02 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/11/03 00:00:00+00,2019/07/25 14:36:02+00,8756
-93.23372687,44.94836963,0026XX LAKE ST E,MP2018367057        ,3,11/2/18,00:00:00+00,1504,10/31/18,00:00:00+00,2018/11/02 20:04:00+00,2130,THEFT   ,OTHER THEFT                   ,7,2018/11/02 00:00:00+00,19098,-93.23372946,44.94837404,-10378731,5613397,Longfellow,2018/11/02 00:00:00+00,2019/07/25 14:36:02+00,28351
-93.24732736,44.95779743,0025XX CEDAR AVE S,MP2018366275        ,3,11/1/18,00:00:00+00,2044,10/31/18,00:00:00+00,2018/11/02 01:44:00+00,100,ROBPAG  ,ROBBERY PER AGG               ,4,2018/11/02 00:00:00+00,16946,-93.24733141,44.95779751,-10380245,5614880,East Phillips,2018/11/02 00:00:00+00,2019/07/25 14:36:02+00,9918
-93.27094407,44.94835056,0003XX LAKE ST E,MP2018366113        ,3,11/1/18,00:00:00+00,1841,11/1/18,00:00:00+00,2018/11/01 23:41:00+00,1810,SHOPLF  ,SHOPLIFTING                   ,7,2018/11/02 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Phillips West,2018/11/02 00:00:00+00,2019/07/25 14:36:02+00,28332
-93.20700199,44.9483442,0046XX LAKE ST E,MP2018364788        ,3,10/31/18,00:00:00+00,1841,10/31/18,00:00:00+00,2018/10/31 23:41:00+00,400,CSCR    ,CSC - RAPE                    ,3,2018/11/01 00:00:00+00,14491,-93.20700558,44.94835043,-10375756,5613393,Cooper,2018/11/01 00:00:00+00,2019/07/25 14:36:02+00,290
-93.24867484,44.94564844,0031XX 18TH AVE S,MP2018364163        ,3,43404,00:00:00+00,742,43404,00:00:00+00,2018/10/31 12:42:00+00,742,ONLTHT  ,ON-LINE THEFT                 ,7,2018/10/31 00:00:00+00,22415,-93.24867734,44.94565083,-10380395,5612969,Powderhorn Park,2018/11/01 00:00:00+00,2019/07/25 14:36:02+00,29584
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018363737        ,3,10/30/18,00:00:00+00,2115,10/30/18,00:00:00+00,2018/10/31 02:15:00+00,2009,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/31 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/31 00:00:00+00,2019/07/25 14:36:02+00,29571
-93.24859399,44.95823604,0024XX 18TH AVE S,MP2018363405        ,3,43403,00:00:00+00,1804,43403,00:00:00+00,2018/10/30 23:04:00+00,1509,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2018/10/31 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2018/10/31 00:00:00+00,2019/07/25 14:36:02+00,27102
-93.25440609,44.94836327,0014XX LAKE ST E,MP2018362852        ,3,10/30/18,00:00:00+00,131,10/29/18,00:00:00+00,2018/10/30 06:31:00+00,2100,AUTOTH  ,AUTOMOBILE THEFT              ,8,2018/10/30 00:00:00+00,20183,-93.25441298,44.94836452,-10381033,5613396,Midtown Phillips,2018/10/30 00:00:00+00,2019/07/25 14:36:02+00,27098
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018362735        ,3,10/30/18,00:00:00+00,32,10/29/18,00:00:00+00,2018/10/30 05:32:00+00,2130,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/30 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/30 00:00:00+00,2019/07/25 14:36:02+00,10865
-93.2197401,44.94835691,0036XX LAKE ST E,MP2018361642        ,3,10/29/18,00:00:00+00,7,10/28/18,00:00:00+00,2018/10/29 05:07:00+00,2100,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/29 00:00:00+00,14411,-93.21974405,44.94835848,-10377174,5613395,Longfellow,2018/10/29 00:00:00+00,2019/07/25 14:36:02+00,27136
-93.2473633,44.95463805,0026XX CEDAR AVE S,MP2018360196        ,3,10/27/18,00:00:00+00,1656,10/27/18,00:00:00+00,2018/10/27 21:56:00+00,1257,AUTOTH  ,AUTOMOBILE THEFT              ,8,2018/10/28 00:00:00+00,21404,-93.24736686,44.95464106,-10380249,5614383,East Phillips,2018/10/28 00:00:00+00,2019/07/25 14:36:02+00,278
-93.25947259,44.9500862,0010XX 29TH ST E,MP2018360155        ,3,43400,00:00:00+00,1444,43400,00:00:00+00,2018/10/27 19:44:00+00,1420,BURGD   ,BURGLARY OF DWELLING          ,6,2018/10/28 00:00:00+00,21916,-93.25948129,44.95008652,-10381597,5613667,Midtown Phillips,2018/10/28 00:00:00+00,2019/07/25 14:36:02+00,27666
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018359101        ,3,10/26/18,00:00:00+00,1804,10/26/18,00:00:00+00,2018/10/26 23:04:00+00,1550,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/26 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/27 00:00:00+00,2019/07/25 14:36:02+00,27031
-93.25058825,44.94836327,0016XX LAKE ST E,MP2018357541        ,3,10/25/18,00:00:00+00,1725,10/25/18,00:00:00+00,2018/10/25 22:25:00+00,1110,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/25 00:00:00+00,21924,-93.25059333,44.94836761,-10380608,5613396,Powderhorn Park,2018/10/26 00:00:00+00,2019/07/25 14:36:02+00,26993
-93.25949055,44.94835691,0010XX LAKE ST E,MP2018357510        ,3,10/25/18,00:00:00+00,1411,8/9/18,00:00:00+00,2018/10/25 19:11:00+00,1,THEFT   ,OTHER THEFT                   ,7,2018/10/26 00:00:00+00,20179,-93.25949392,44.94835935,-10381599,5613395,Midtown Phillips,2018/10/26 00:00:00+00,2019/07/25 14:36:02+00,26992
-93.27094407,44.94835056,0003XX LAKE ST E,MP2018357590        ,3,10/25/18,00:00:00+00,1309,10/25/18,00:00:00+00,2018/10/25 18:09:00+00,400,BURGB   ,BURGLARY OF BUSINESS          ,6,2018/10/27 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Central,2018/10/27 00:00:00+00,2019/07/25 14:36:02+00,26994
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018357476        ,3,10/25/18,00:00:00+00,1052,10/18/18,00:00:00+00,2018/10/25 15:52:00+00,1730,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/25 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/25 00:00:00+00,2019/02/11 12:25:09+00,29966
-93.24730041,44.91880475,0046XX CEDAR AVE S,MP2018703090        ,3,10/25/18,00:00:00+00,926,10/23/18,00:00:00+00,2018/10/25 14:26:00+00,2130,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/25 00:00:00+00,13247,-93.24730775,44.91880524,-10380242,5608748,Ericsson,2018/10/25 00:00:00+00,2019/07/25 14:36:02+00,29991
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018355960        ,3,10/24/18,00:00:00+00,145,10/23/18,00:00:00+00,2018/10/24 06:45:00+00,2245,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/23 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/25 00:00:00+00,2019/02/11 12:25:09+00,34169
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018355634        ,3,10/23/18,00:00:00+00,1839,10/23/18,00:00:00+00,2018/10/23 23:39:00+00,1735,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/23 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/28 00:00:00+00,2019/07/25 14:36:02+00,9900
-93.24867484,44.94921521,0029XX 18TH AVE S,MP2018355555        ,3,43396,00:00:00+00,1743,43396,00:00:00+00,2018/10/23 22:43:00+00,400,DASLT2  ,2ND DEG DOMES ASLT            ,5,2018/10/24 00:00:00+00,21409,-93.24868243,44.94921947,-10380395,5613530,East Phillips,2018/10/24 00:00:00+00,2019/07/25 14:36:02+00,9899
-93.24862992,44.95463805,0026XX 18TH AVE S,MP2018703037        ,3,43396,00:00:00+00,1141,43395,00:00:00+00,2018/10/23 16:41:00+00,2100,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/24 00:00:00+00,22840,-93.24863371,44.95464322,-10380390,5614383,East Phillips,2018/10/24 00:00:00+00,2019/07/25 14:36:02+00,34191
-93.24730041,44.91708088,0047XX CEDAR AVE S,MP2018354893        ,3,10/23/18,00:00:00+00,250,10/23/18,00:00:00+00,2018/10/23 07:50:00+00,117,ROBBIZ  ,ROBBERY OF BUSINESS           ,4,2018/10/24 00:00:00+00,13251,-93.24730493,44.91708716,-10380242,5608477,Northrop,2018/10/24 00:00:00+00,2019/07/25 14:36:02+00,268
-93.25694832,44.94835691,0012XX LAKE ST E,MP2018354436        ,3,10/22/18,00:00:00+00,1857,10/21/18,00:00:00+00,2018/10/22 23:57:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2018/10/23 00:00:00+00,20181,-93.2569536,44.94836326,-10381316,5613395,Midtown Phillips,2018/10/23 00:00:00+00,2019/07/25 14:36:02+00,33720
-93.25694832,44.94835691,0012XX LAKE ST E,MP2018354422        ,3,10/22/18,00:00:00+00,1816,10/21/18,00:00:00+00,2018/10/22 23:16:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2018/10/23 00:00:00+00,20181,-93.2569536,44.94836326,-10381316,5613395,Midtown Phillips,2018/10/23 00:00:00+00,2019/02/11 12:25:09+00,33718
-93.24734533,44.93501676,0037XX CEDAR AVE S,MP2018354354        ,3,10/22/18,00:00:00+00,1743,10/22/18,00:00:00+00,2018/10/22 22:43:00+00,930,BURGD   ,BURGLARY OF DWELLING          ,6,2018/10/22 00:00:00+00,12314,-93.2473466,44.93502056,-10380247,5611297,Standish,2018/10/22 00:00:00+00,2019/02/11 12:25:09+00,33711
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018354273        ,3,10/22/18,00:00:00+00,1714,10/22/18,00:00:00+00,2018/10/22 22:14:00+00,1448,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/22 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/22 00:00:00+00,2019/07/25 14:36:02+00,33708
-93.22637865,44.94836963,0031XX LAKE ST E,MP2018353937        ,3,10/22/18,00:00:00+00,1201,10/22/18,00:00:00+00,2018/10/22 17:01:00+00,944,ROBBIZ  ,ROBBERY OF BUSINESS           ,4,2018/10/22 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2018/10/22 00:00:00+00,2019/07/25 14:36:02+00,33698
-93.24857602,44.92423046,0043XX 18TH AVE S,MP2018353526        ,3,43394,00:00:00+00,2123,43394,00:00:00+00,2018/10/22 02:23:00+00,2013,BURGD   ,BURGLARY OF DWELLING          ,6,2018/10/21 00:00:00+00,12337,-93.24857815,44.92423297,-10380384,5609601,Northrop,2018/10/21 00:00:00+00,2019/07/25 14:36:02+00,9895
-93.24755194,44.8994512,0056XX CEDAR AVE S,MP2018353377        ,3,10/21/18,00:00:00+00,1842,10/21/18,00:00:00+00,2018/10/21 23:42:00+00,1730,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/22 00:00:00+00,16940,-93.24755955,44.89945164,-10380270,5605706,Diamond Lake,2018/10/22 00:00:00+00,2019/07/25 14:36:02+00,25156
-93.2472555,44.96897146,0004XX CEDAR AVE S,MP2018352479        ,1,10/20/18,00:00:00+00,2111,6/17/18,00:00:00+00,2018/10/21 02:11:00+00,800,THFTSW  ,THEFT BY SWINDLE              ,7,2018/10/20 00:00:00+00,14908,-93.2472583,44.96897465,-10380237,5616638,Cedar Riverside,2018/10/20 00:00:00+00,2019/02/11 12:25:09+00,20095
-93.20700199,44.9483442,0046XX LAKE ST E,MP2018352155        ,3,10/20/18,00:00:00+00,1206,10/15/18,00:00:00+00,2018/10/20 17:06:00+00,1400,TBLDG   ,THEFT FROM BUILDING           ,7,2018/10/21 00:00:00+00,14491,-93.20700558,44.94835043,-10375756,5613393,Cooper,2018/10/21 00:00:00+00,2019/07/25 14:36:02+00,20087
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018351113        ,3,10/20/18,00:00:00+00,607,10/19/18,00:00:00+00,2018/10/20 11:07:00+00,1559,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/19 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/23 00:00:00+00,2019/07/25 14:36:02+00,20061
-93.2472555,44.96897146,0005XX CEDAR AVE S,MP2018702956        ,1,10/19/18,00:00:00+00,1458,10/16/18,00:00:00+00,2018/10/19 19:58:00+00,2240,THEFT   ,OTHER THEFT                   ,7,2018/10/21 00:00:00+00,14908,-93.2472583,44.96897465,-10380237,5616638,Cedar Riverside,2018/10/21 00:00:00+00,2019/07/25 14:36:02+00,20101
-93.24755194,44.8994512,0057XX CEDAR AVE S,MP2018350778        ,3,10/19/18,00:00:00+00,1028,10/18/18,00:00:00+00,2018/10/19 15:28:00+00,1905,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/19 00:00:00+00,16940,-93.24755955,44.89945164,-10380270,5605706,Diamond Lake,2018/10/19 00:00:00+00,2019/07/25 14:36:02+00,17239
-93.24131763,44.94836963,0021XX LAKE ST E,MP2018350708        ,3,10/19/18,00:00:00+00,931,10/19/18,00:00:00+00,2018/10/19 14:31:00+00,743,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/19 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2018/10/19 00:00:00+00,2019/07/25 14:36:02+00,262
-93.24859399,44.95823604,0024XX 18TH AVE S,MP2018350552        ,3,43392,00:00:00+00,243,43392,00:00:00+00,2018/10/19 07:43:00+00,140,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2018/10/19 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2018/11/27 00:00:00+00,2019/07/25 14:36:02+00,25788
-93.2472555,44.96897146,0004XX CEDAR AVE S,MP2018350257        ,1,10/18/18,00:00:00+00,2248,10/18/18,00:00:00+00,2018/10/19 03:48:00+00,2046,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2018/10/19 00:00:00+00,14908,-93.2472583,44.96897465,-10380237,5616638,Cedar Riverside,2019/05/21 00:00:00+00,2019/05/22 08:15:33+00,17223
-93.22101571,44.94835691,0035XX LAKE ST E,MP2018350362        ,3,10/18/18,00:00:00+00,2156,10/18/18,00:00:00+00,2018/10/19 02:56:00+00,2100,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/19 00:00:00+00,19375,-93.22101794,44.9483609,-10377316,5613395,Longfellow,2018/10/19 00:00:00+00,2019/07/25 14:36:02+00,17227
-93.24737228,44.95284533,0027XX CEDAR AVE S,MP2018349656        ,3,10/18/18,00:00:00+00,1138,10/17/18,00:00:00+00,2018/10/18 16:38:00+00,2227,BURGD   ,BURGLARY OF DWELLING          ,6,2018/10/18 00:00:00+00,21405,-93.24737996,44.95285143,-10380250,5614101,East Phillips,2018/10/18 00:00:00+00,2019/07/25 14:36:02+00,27754
-93.2473633,44.95463805,0026XX CEDAR AVE S,MP2018349504        ,3,10/18/18,00:00:00+00,402,10/17/18,00:00:00+00,2018/10/18 09:02:00+00,1500,AUTOTH  ,AUTOMOBILE THEFT              ,8,2018/10/18 00:00:00+00,21404,-93.24736686,44.95464106,-10380249,5614383,East Phillips,2018/10/18 00:00:00+00,2019/02/11 12:25:09+00,27747
-93.24735431,44.93682276,0036XX CEDAR AVE S,MP2018349268        ,3,10/17/18,00:00:00+00,2311,10/17/18,00:00:00+00,2018/10/18 04:11:00+00,2125,BURGD   ,BURGLARY OF DWELLING          ,6,2018/10/18 00:00:00+00,20675,-93.24735478,44.93682742,-10380248,5611581,Powderhorn Park,2018/10/18 00:00:00+00,2019/02/11 12:25:09+00,27743
-93.21205951,44.94833784,0042XX LAKE ST E,MP2018348914        ,3,10/17/18,00:00:00+00,2154,10/16/18,00:00:00+00,2018/10/18 02:54:00+00,2200,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2018/10/18 00:00:00+00,14495,-93.21206053,44.94834202,-10376319,5613392,Cooper,2018/10/19 00:00:00+00,2019/07/25 14:36:02+00,26451
-93.24860297,44.9313728,0039XX 18TH AVE S,MP2018348621        ,3,43390,00:00:00+00,1220,43390,00:00:00+00,2018/10/17 17:20:00+00,1100,BURGD   ,BURGLARY OF DWELLING          ,6,2018/10/17 00:00:00+00,12170,-93.24860395,44.93137697,-10380387,5610724,Bancroft,2018/10/17 00:00:00+00,2019/07/25 14:36:02+00,10835
-93.25313946,44.94836327,0015XX LAKE ST E,MP2018348032        ,3,10/16/18,00:00:00+00,2231,10/16/18,00:00:00+00,2018/10/17 03:31:00+00,1200,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/17 00:00:00+00,20184,-93.25314102,44.94836708,-10380892,5613396,Powderhorn Park,2018/10/17 00:00:00+00,2019/07/25 14:36:02+00,32314
-93.25949055,44.94835691,0010XX LAKE ST E,MP2018348051        ,3,10/16/18,00:00:00+00,2132,10/16/18,00:00:00+00,2018/10/17 02:32:00+00,2008,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/17 00:00:00+00,20179,-93.25949392,44.94835935,-10381599,5613395,Midtown Phillips,2018/10/17 00:00:00+00,2019/07/25 14:36:02+00,26449
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018347969        ,3,10/16/18,00:00:00+00,2004,10/16/18,00:00:00+00,2018/10/17 01:04:00+00,1831,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/16 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/17 00:00:00+00,2019/07/25 14:36:02+00,2316
-93.24722855,44.97263211,0002XX CEDAR AVE S,MP2018347695        ,1,10/16/18,00:00:00+00,1648,10/16/18,00:00:00+00,2018/10/16 21:48:00+00,1648,THEFT   ,OTHER THEFT                   ,7,2018/10/16 00:00:00+00,22697,-93.24722949,44.97263526,-10380234,5617214,Cedar Riverside,2018/10/16 00:00:00+00,2019/07/25 14:36:02+00,32307
-93.24724652,44.97075733,0003XX CEDAR AVE S,MP2018347612        ,1,10/16/18,00:00:00+00,1500,10/16/18,00:00:00+00,2018/10/16 20:00:00+00,1110,BURGB   ,BURGLARY OF BUSINESS          ,6,2018/10/17 00:00:00+00,20344,-93.24725145,44.97076328,-10380236,5616919,Cedar Riverside,2018/10/17 00:00:00+00,2019/07/25 14:36:02+00,32304
-93.24866585,44.95100804,0028XX 18TH AVE S,MP2018347376        ,3,43389,00:00:00+00,1112,43388,00:00:00+00,2018/10/16 16:12:00+00,1600,AUTOTH  ,AUTOMOBILE THEFT              ,8,2018/10/16 00:00:00+00,21410,-93.24866739,44.95101265,-10380394,5613812,East Phillips,2018/10/16 00:00:00+00,2019/02/11 12:25:09+00,32296
-93.22920834,44.94836963,0029XX LAKE ST E,MP2018347440        ,3,10/16/18,00:00:00+00,1048,10/16/18,00:00:00+00,2018/10/16 15:48:00+00,300,ROBPER  ,ROBBERY OF PERSON             ,4,2018/10/16 00:00:00+00,16971,-93.22920921,44.94837413,-10378228,5613397,Longfellow,2018/11/15 00:00:00+00,2019/07/25 14:36:02+00,26447
-93.2473094,44.92241771,0044XX CEDAR AVE S,MP2018702877        ,3,10/16/18,00:00:00+00,841,10/16/18,00:00:00+00,2018/10/16 13:41:00+00,735,TFMV    ,THEFT FROM MOTR VEHC          ,7,2018/10/16 00:00:00+00,12341,-93.24731252,44.92242045,-10380243,5609316,Ericsson,2019/01/08 00:00:00+00,2019/07/25 14:36:02+00,11055
-93.24732736,44.95779743,0025XX CEDAR AVE S,MP2018347100        ,3,10/16/18,00:00:00+00,34,10/15/18,00:00:00+00,2018/10/16 05:34:00+00,2310,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,5,2018/10/16 00:00:00+00,16946,-93.24733141,44.95779751,-10380245,5614880,East Phillips,2018/10/16 00:00:00+00,2019/02/11 12:25:09+00,32293
-93.24131763,44.94836963,0021XX LAKE ST E,MP2018347022        ,3,10/16/18,00:00:00+00,25,10/15/18,00:00:00+00,2018/10/16 05:25:00+00,2200,ROBPAG  ,ROBBERY PER AGG               ,4,2018/10/16 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2018/10/16 00:00:00+00,2019/07/25 14:36:02+00,16404
-93.22229132,44.94836327,0034XX LAKE ST E,MP2018346572        ,3,10/15/18,00:00:00+00,1409,10/15/18,00:00:00+00,2018/10/15 19:09:00+00,1000,THEFT   ,OTHER THEFT                   ,7,2018/10/15 00:00:00+00,19374,-93.22229507,44.94836332,-10377458,5613396,Longfellow,2018/10/15 00:00:00+00,2019/02/11 12:25:09+00,16389
-93.27094407,44.94835056,0003XX LAKE ST E,MP2018346495        ,3,10/15/18,00:00:00+00,1228,10/15/18,00:00:00+00,2018/10/15 17:28:00+00,1031,THEFT   ,OTHER THEFT                   ,7,2018/10/15 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Phillips West,2018/10/15 00:00:00+00,2019/02/11 12:25:09+00,16385
-93.23514621,44.94836963,0025XX LAKE ST E,MP2018345807        ,3,10/14/18,00:00:00+00,1733,10/14/18,00:00:00+00,2018/10/14 22:33:00+00,1715,SHOPLF  ,SHOPLIFTING                   ,7,2018/10/14 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018/10/15 00:00:00+00,2019/07/25 14:36:02+00,9886
-93.24726448,44.96346735,0009XX CEDAR AVE S,MP2018702840        ,3,10/14/18,00:00:00+00,1459,10/13/18,00:00:00+00,2018/10/14 19:59:00+00,1900,THEFT   ,OTHER THEFT                   ,7,2018/10/15 00:00:00+00,18794,-93.24726717,44.96347096,-10380238,5615772,Seward,2018/10/16 00:00:00+00,2019/07/25 14:36:02+00,24916
